XIST	21.0102162870822
SERPINB5	18.2617237430173
RPL28	16.4998388747512
RPL18A	16.0826328848164
RPL18AP3	16.0826328848164
MMP12	14.697301910362
COPS4	12.8849220419643
CCNC	11.7413709707622
CCL19	10.8622669722951
VPS26A	10.4911562340077
EIF3L	10.2790467056697
LPAR6	10.2570262033344
SF3B14	10.0366260661361
RPL5	9.6516838186853
SELE	9.13445128000999
CCT8	9.06860946563379
FOLR1	9.04703760109179
A2M	9.0446886577985
LOC441461	8.81764345453642
LGALS3	8.43645007904206
RPL18	8.39742911326426
PLA2G2A	8.26092155720727
GNB2L1	8.24987094892943
LOC441454	8.18169921568882
RPL7	7.98497395947029
RNASE1	7.82673970157535
CST6	7.72997853566825
RPS24	7.72545836681909
RELL1	7.55609093074242
CCL17	7.55310506948035
RPS15	7.53112526351627
RPL23	7.43213514445409
LOC727820	7.31072973570607
S100A6	7.23697449998225
SH3YL1	7.22037907457036
NDUFA5	7.21253156984719
CAPZA1	7.1439619184049
SMPDL3A	6.9328414222196
CCDC152	6.89477143529193
VPS36	6.89301823937588
SFRS4	6.85221345566073
ATP5F1	6.83686988559548
MYC	6.74176105318998
CYB5R1	6.56686135379926
PM20D1	6.40041924861224
KDM3A	6.37445289624706
MTIF3	6.3688553518861
EIF1B	6.28261990183241
HPRT1	6.27173992468446
MT1M	6.23370075538705
UBA1	6.22699439462621
CAPN2	6.1949154775055
ATP5H	6.10549295371219
FBXW12	6.09466621943748
RPS8	6.03489892212798
PTPRK	5.86384066994288
CST3	5.84152367475887
CALM2	5.83987110255008
POSTN	5.83745732714463
IL7R	5.81879452197119
C4orf27	5.80689595495373
UTP6	5.78990606185434
FSTL1	5.7407608525646
P4HA2	5.66059961185822
AEBP2	5.60457317345767
OXCT1	5.52317938777895
OLA1	5.44550730951673
FGFR3	5.42867486219771
DNAJC2	5.41845728710712
THRSP	5.4119981113889
LOC100132247	5.37215478327722
LOC348162	5.37215478327722
LOC613037	5.37215478327722
LOC728888	5.37215478327722
C4orf32	5.31510309395852
SELL	5.29577402224463
RPS27	5.28627861218086
ATP5G2	5.27635530404855
CRISPLD2	5.27510672671859
MYEOV2	5.27429357626872
FAM160B1	5.26325919604307
HBB	5.24290275866422
UBE2E1	5.13852580074458
RPS23	5.12551097762862
ACTR6	5.09874744111561
PRMT1	5.07697099540032
CLEC3B	5.06135252491639
PLAC8	5.04907473484786
ZBTB33	4.99218439941591
CALML3	4.97532749513941
COMMD6	4.95719098218045
HIRA	4.9424195444102
XRCC6	4.88772233455082
CD53	4.87937331737573
PDLIM2	4.82388659918014
NCL	4.81817156091862
ANO6	4.80567198629025
BAZ2B	4.79203143891051
